HD 150745,,,150745,82110,16h 46m 21.23s,-58° 30′ 12.8″,5.74,-1.31,838,B2IV-V,,ara
HD 156854,,,156854,85068,17h 23m 07.11s,-56° 31′ 32.0″,5.76,0.27,409,G8/K0III,,ara
HD 156942,,,156942,85169,17h 24m 18.80s,-60° 40′ 25.6″,5.76,-0.92,706,B8Ib/II,,ara
HD 160263,,,160263,86552,17h 41m 16.23s,-46° 55′ 18.5″,5.78,-0.75,660,A0V,,ara
HD 156768,,,156768,85049,17h 22m 55.23s,-58° 00′ 37.0″,5.86,-1.05,786,G8Ib/II,,ara
HD 154903,,,154903,84248,17h 13m 18.11s,-67° 11′ 46.9″,5.87,0.87,327,K0III-IV,,ara
HD 159463,,,159463,86248,17h 37m 27.31s,-50° 03′ 34.1″,5.89,0.76,346,K0III-IV,,ara
HD 157662,,,157662,85409,17h 27m 12.46s,-50° 37′ 49.3″,5.9,-2.65,1672,B9II,,ara
HD 151967,,,151967,82672,16h 54m 00.40s,-57° 54′ 33.2″,5.91,-0.71,688,M0III,semiregular variable,ara
HD 156091,,,156091,84731,17h 19m 12.51s,-59° 41′ 40.5″,5.93,-3.06,2050,K2IIICN...,,ara
HD 157819,,,157819,85520,17h 28m 38.91s,-55° 10′ 10.8″,5.93,-1.27,898,G8II/III,Binary,ara
HD 152527,,,152527,82902,16h 56m 28.80s,-52° 17′ 01.1″,5.94,1.01,315,A0III,,ara
V854 Ara,,V854,155035,84105,17h 11m 38.67s,-48° 52′ 24.2″,5.94,-1.09,830,M1/M2III,slow irregular variable,ara
V862 Ara,,V862,158220,85751,17h 31m 23.28s,-56° 55′ 15.47″,5.95,-3.14,2146,B7II-III,Be star,ara
HD 150576,,,150576,81966,16h 44m 39.75s,-53° 09′ 08.2″,5.96,-0.66,688,G8III,,ara
HD 153221,,,153221,83216,17h 00m 26.98s,-48° 38′ 51.2″,5.98,0.6,389,G5IV,,ara
HD 152082,,,152082,82806,16h 55m 24.68s,-63° 16′ 10.7″,5.99,0.3,448,A0III,,ara
HD 158476,,,158476,85788,17h 31m 49.10s,-46° 02′ 12.4″,6.04,-2.91,2012,F8/G0Ib,suspected variable,ara
HD 153791,,,153791,83481,17h 03m 41.68s,-47° 09′ 38.1″,6.07,-0.33,620,A2/A3V,,ara
HR 6384,,V829,155341,84311,17h 14m 13.40s,-56° 53′ 18.6″,6.08,-1.9,1283,M1/2II/III+A,"semiregular variable, Vmax = 6.02m, Vmin = 6.25m, P = 50.58 d",ara
HD 159018,,,159018,86064,17h 35m 19.91s,-53° 21′ 10.4″,6.09,-1.5,1072,B9III,,ara
HD 161420,,,161420,87174,17h 48m 38.08s,-55° 24′ 06.6″,6.09,2.55,166,A9IV,,ara
ν2 Ara,ν2[3],,161917,87379,17h 51m 11.03s,-53° 07′ 49.0″,6.09,0.13,508,B9.5III/IV,,ara
HD 162123,,,162123,87404,17h 51m 44.55s,-45° 36′ 02.5″,6.09,-0.51,682,G6III,,ara
HD 165493,,,165493,88859,18h 08m 30.11s,-45° 46′ 01.1″,6.13,-0.86,815,B7/B8II,,ara
HD 149485,,,149485,81507,16h 38m 52.71s,-60° 59′ 25.1″,6.16,0.08,537,B8Vn,,ara
HD 149837,,,149837,81657,16h 40m 50.41s,-60° 26′ 46.6″,6.17,3.73,100,F2III-IV,,ara
HD 157599,,,157599,85393,17h 26m 56.35s,-51° 56′ 55.6″,6.17,0.26,495,B8/B9V,,ara
HD 150421,,,150421,81847,16h 43m 03.57s,-46° 04′ 13.0″,6.22,0,0,F5Iab,,ara
HD 157524,,,157524,85480,17h 28m 07.88s,-63° 02′ 10.3″,6.22,-0.68,782,B7/B8V,,ara
V828 Ara,,V828,153261,83323,17h 01m 47.39s,-58° 57′ 29.6″,6.26,-2.96,2280,B2IVne,"Be star, Vmax = 6.11m, Vmin = 6.24m",ara
HD 158895,,,158895,86088,17h 35m 35.00s,-59° 50′ 45.9″,6.26,-1.9,1399,B5II/III,,ara
HD 163071,,,163071,87928,17h 57m 42.74s,-56° 53′ 46.4″,6.26,-1.74,1299,B4III,,ara
HD 156331,,,156331,84759,17h 19m 30.51s,-50° 03′ 49.3″,6.27,2.54,182,F2III,,ara
V626 Ara,,V626,160342,86628,17h 42m 03.62s,-50° 30′ 38.4″,6.28,-2.01,1482,M3III,"slow irregular variable, Vmax = 6.23m, Vmin = 6.46m",ara
V872 Ara,,V872,149989,81650,16h 40m 44.39s,-51° 28′ 42.9″,6.3,2.86,159,A9V,γ Dor variable,ara
ρ1 Ara,ρ1[4],V846,152478,82868,16h 56m 08.85s,-50° 40′ 29.2″,6.3,-0.51,751,B3Vnpe,Be star,ara
HD 158907,,,158907,85975,17h 34m 16.89s,-48° 31′ 36.8″,6.32,0.52,470,G6/G8III,,ara
HD 154555,,,154555,83984,17h 10m 06.28s,-61° 40′ 31.6″,6.37,-1.87,1449,B8II/III,,ara
HD 153201,,,153201,83269,17h 01m 07.03s,-56° 33′ 18.1″,6.4,-1.4,1181,Ap...,,ara
HD 153370,,,153370,83321,17h 01m 46.36s,-51° 07′ 51.3″,6.43,1.45,323,A7V,,ara
HD 151566,,,151566,82418,16h 50m 36.09s,-50° 02′ 41.8″,6.45,2.07,245,A5+...,,ara
HD 164896,,,164896,88675,18h 06m 09.21s,-51° 44′ 38.0″,6.46,-1.89,1523,A2III,,ara
HD 150897,,,150897,82091,16h 46m 06.38s,-46° 31′ 54.9″,6.47,0.78,448,A1V,,ara
HD 152220,,,152220,82723,16h 54m 31.55s,-49° 42′ 38.8″,6.49,-1.68,1405,K1II,,ara
HD 155951,,,155951,84700,17h 18m 51.78s,-62° 52′ 28.3″,6.5,0.39,542,K1III,,ara
HD 157832,,V750,157832,85467,17h 27m 54.81s,-47° 01′ 34.4″,6.65,-5.07,7200,B2Vne,"γ Cas variable, Vmax = 6.62m, Vmin = 6.68m, P = 1.10406 d",ara
HD 156411,,,156411,84787,17h 19m 51.40s,-48° 32′ 57.5″,6.67,2.96,180,G1Vw…,has a planet (b),ara
R Ara,,R,149730,81589,16h 39m 44.74s,-56° 59′ 39.8″,6.73,2.2,262,B9IV/V,"Algol variable, Vmax = 6.17m, Vmin = 7.32m, P = 4.42522 d",ara
HD 155555,,V824,155555,84586,17h 17m 25.50s,-66° 57′ 03.7″,6.77,4.18,102.5,G5IV+K0IV-V,"RS CVn variable, ΔV = 0.07m, P = 1.6816 d",ara
HD 156385,,,156385,84757,17h 19m 29.90s,-45° 38′ 23.9″,6.92,0,0,WC7.5,Wolf–Rayet star,ara
HD 154857,,,154857,84069,17h 11m 15.72s,-56° 40′ 50.9″,7.25,3.07,223,G5V,has 2 confirmed planets (b & c),ara
V535 Ara,,V535,159441,86306,17h 38m 05.55s,-56° 49′ 17.3″,7.36,2.02,381,A8V,"W UMa variable, Vmax = 7.17m, Vmin = 7.75m, P = 0.62930098 d",ara
HD 154672,,,154672,83983,17h 10m 04.91s,-56° 26′ 57.4″,8.21,4.12,215,G3IV,has a planet (b),ara
RW Ara,,RW,158830,0,17h 34m 49.23s,-57° 08′ 50.5″,8.97,0,0,A1IV,"Algol variable, Vmax = 8.85m, Vmin = 11.45m, P = 4.3674535 d",ara
HD 152079,,,152079,82632,16h 53m 29.74s,-46° 19′ 58.6″,9.2,4.55,278,G6V,has a planet (b),ara
Gliese 674,,,0,85523,17h 28m 39.95s,-46° 53′ 42.7″,9.36,11.08,15,M2.5,has a planet (b),ara
Gliese 676A,,,0,85647,17h 30m 11.20s,-51° 38′ 13.1″,9.59,8.55,53,M0,component of Gliese 676 system; has a planet (b),ara
S Ara,,S,0,88064,17h 59m 10.75s,-49° 26′ 00.5″,10.73,1.81,1980,A3,"RR Lyr variable, Vmax = 9.92m, Vmin = 11.24m, P = 0.451848 d",ara
SAO 244567,,V839,0,0,17h 16m 21.08s,-59° 29′ 23.3″,10.75,-2.96,18000,B3e,central star of Stingray Nebula,ara
AE Ara,,AE,0,0,17h 41m 04.91s,-47° 03′ 27.0″,11,0,0,M2-5.5+Be,"Z And variable, Vmax = 11.0m, Vmin = 13.6m, P = 803.4 d",ara
CPD -56 8032,,V837,0,83916,17h 09m 00.86s,-56° 54′ 48.1″,11.04,0,0,WC10,"central star of planetary nebula; Wolf–Rayet star Vmax = 10.9m, Vmin = 12.4m",ara
AT Ara,,AT,0,0,17h 30m 33.80s,-46° 05′ 58.9″,11.5,0,0,K2+,"SS Cyg variable, Vmax = 11.5m, Vmin = 15.32m, P = 0.37555 d",ara
GX 339-4,,V821,0,0,17h 02m 49.36s,-48° 47′ 22.8″,15.5,0,0,,"X-ray nova, Vmax = 15.4m, Vmin = 20.4m, P = 1.7557 d",ara
BPM 25114,,V820,0,0,17h 47m 46.9s,-52° 07′ 10″,15.62,0,0,DA:,"variable white dwarf, Vmax = 15.57m, Vmin = 15.74m, P = 2.8391 d",ara
Westerlund 1-26,,,0,0,16h 47m 05.40s,-45° 50′ 36.8″,16.79,0,0,M5-6Ia,in Westerlund 1; one of the largest known stars,ara
4U 1636-53,,V801,0,0,16h 40m 55.5s,-53° 45′ 05″,17.5,0,0,A1IV,"X-ray burster, Vmax = 16.5m, Vmin = 19.5m, P = 0.15804693 d",ara
SGR 1627-41,,,0,0,16h 35m 52s,-47° 35.2′,0,0,11000,,soft gamma repeater,ara
Gliese 676B,,,0,0,17h 30.2m,-51° 38′,0,0,0,M3,component of Gliese 676 system,ara
BF Ara,,BF,0,0,17h 38m 21.33s,-47° 10′ 41.5″,0,0,0,,SU UMa variable,ara
OY Ara,,OY,149990,0,16h 40m 50.27s,-52° 25′ 51.3″,0,0,0,,nova and Algol variable,ara
CXOU J164710.2-455216,,,0,0,16h 47m 10.20s,-45° 52′ 16.8″,0,0,0,,in Westerlund 1 Anomalous X-ray pulsar,ara
PSR J1644-4559,,,0,0,16h 44m 49.28s,-45° 59′ 09.5″,0,0,0,,pulsar,ara
XTE J1650-500,,,0,0,16h 50m 00.98s,-49° 57′ 43.6″,0,0,0,K4V,Low-mass X-ray binary; black hole candidate,ara
XTE J1701-462,,,0,0,17h 00m 58.46s,-46° 11′ 08.6″,0,0,0,,Low-mass X-ray binary,ara
α Ari,α,,12929,9884,02h 07m 10.29s,+23° 27′ 46.0″,2.01,0.48,66,K2III,"Hamal, Hemal, Hamul, Ras Hammel, El Nath; suspected variable, Vmax = 1.98m, Vmin = 2.04m; has a planet (b)",aries
β Ari,β,,11636,8903,01h 54m 38.35s,+20° 48′ 29.9″,2.64,1.33,60,A5V...,"Sheratan, Sharatan, Al Sharatain; suspected variable, Vmax = 2.56m, Vmin = 2.70m",aries
41 Ari,c,,17573,13209,02h 49m 58.99s,+27° 15′ 38.8″,3.61,0.16,159,B8Vn,"Bharani; suspected variable, Vmax = 3.60m, Vmin = 3.64m",aries
δ Ari,δ,,19787,14838,03h 11m 37.67s,+19° 43′ 36.1″,4.35,0.79,168,K2IIIvar,"Botein, Nir al Botain, Lucida Ventris,[1] part of Al Buṭain;[2][3] suspected variable, Vmax = 4.33m, Vmin = 4.37m",aries
HD 20644,,,20644,15549,03h 20m 20.37s,+29° 02′ 54.6″,4.47,-2,640,K2II-III,,aries
39 Ari,,,17361,13061,02h 47m 54.44s,+29° 14′ 50.7″,4.52,0.8,181,K1III,Lilii Borea,aries
γ2 Ari,γ2,,11503,0,01h 53m 31.80s,+19° 17′ 45.0″,4.62,1.11,164,kA0hA3(IV)SiSr,"Mesarthim, Mesartim; binary star; α2 CVn variable, ΔV = 0.04m, P = 1.6092 d",aries
35 Ari,,,16908,12719,02h 43m 27.11s,+27° 42′ 25.8″,4.65,-0.62,370,B3V,,aries
γ1 Ari,γ1,,11502,8832,01h 53m 31.77s,+19° 17′ 38.7″,4.7,1.19,164,B9.5IV,component of the γ Ari system,aries
λ Ari,λ,,11973,9153,01h 57m 55.78s,+23° 35′ 45.9″,4.79,1.73,133,F0V,binary star,aries
ζ Ari,ζ,,20150,15110,03h 14m 54.11s,+21° 02′ 40.7″,4.87,-0.22,340,A1V,part of Al Buṭain[2][3],aries
14 Ari,,,13174,10053,02h 09m 25.29s,+25° 56′ 23.9″,4.98,0.02,320,F2III,,aries
κ Ari,κ,,12869,9836,02h 06m 33.91s,+22° 38′ 54.3″,5.03,1.23,187,A2m,spectroscopic binary,aries
ι Ari,ι,,11909,9110,01h 57m 21.03s,+17° 49′ 03.3″,5.09,-1.44,659,K1p...,spectroscopic binary,aries
τ2 Ari,τ2,,20893,15737,03h 22m 45.27s,+20° 44′ 31.6″,5.1,0.15,319,K3III,,aries
38 Ari,,UV,17093,12832,02h 44m 57.51s,+12° 26′ 45.5″,5.18,2.26,125,A7III-IV,"δ Sct variable, Vmax = 5.18m, Vmin = 5.22m, P = 0.0355 d",aries
ε Ari A,ε,,18519,0,02h 59m 12.70s,+21° 20′ 25.0″,5.2,0.16,332,A2Vs,part of Al Buṭain;[2][3] binary star,aries
η Ari,η,,13555,10306,02h 12m 47.98s,+21° 12′ 39.5″,5.23,2.84,98,F5V,,aries
π Ari,π,,17543,13165,02h 49m 17.56s,+17° 27′ 51.6″,5.26,-1.07,603,B6V,part of Al Buṭain;[2][3] spectroscopic binary,aries
τ1 Ari,τ1,,20756,15627,03h 21m 13.61s,+21° 08′ 49.7″,5.27,-0.49,462,B5IV,triple star system; Beta Lyrae variable,aries
33 Ari,,,16628,12489,02h 40m 41.03s,+27° 03′ 39.6″,5.3,1.03,233,A3V,,aries
ν Ari,ν,,16432,12332,02h 38m 49.00s,+21° 57′ 41.2″,5.45,0.32,346,A7V,,aries
52 Ari A,,,19134,14376,03h 05m 26.69s,+25° 15′ 18.7″,5.45,0,402,B7Vn,binary star,aries
ξ Ari,ξ,,14951,11249,02h 24m 49.04s,+10° 36′ 38.2″,5.48,-0.85,603,B7IV,"variable star, ΔV = 0.007m, P = 1.73515 d",aries
ε Ari B,ε,,18519,13914,02h 59m 12.73s,+21° 20′ 25.6″,5.5,0.46,332,A2Vs,component of the ε Ari system,aries
64 Ari,,,21017,15861,03h 24m 18.46s,+24° 43′ 27.1″,5.5,1.26,230,K4III,,aries
σ Ari,σ,,17769,13327,02h 51m 29.57s,+15° 04′ 55.7″,5.52,-0.32,479,B7V,,aries
62 Ari,,,20825,15696,03h 22m 11.89s,+27° 36′ 27.3″,5.55,-1.82,973,G5III,,aries
21 Ari,,,13872,10535,02h 15m 42.83s,+25° 02′ 35.7″,5.57,2.16,157,F6V,,aries
θ Ari,θ,,14191,10732,02h 18m 07.55s,+19° 54′ 04.2″,5.58,0.21,387,A1Vn,,aries
ρ3 Ari,ρ3,,18256,13702,02h 56m 25.98s,+18° 01′ 25.1″,5.58,2.83,115,F6V,part of Al Buṭain;[2][3] suspected BY Dra variable,aries
HD 20149,,,20149,15154,03h 15m 20.45s,+30° 33′ 24.0″,5.61,-0.01,434,A1Vs,,aries
10 Ari,,,12558,9621,02h 03m 39.26s,+25° 56′ 07.6″,5.64,2.02,172,F8IV,,aries
31 Ari,,,16234,12153,02h 36m 37.75s,+12° 26′ 52.2″,5.64,2.91,115,F7V,,aries
HD 19270,,,19270,14439,03h 06m 23.69s,+13° 11′ 14.6″,5.64,0.69,319,K3III,,aries
15 Ari,,AV,13325,10155,02h 10m 37.54s,+19° 30′ 01.5″,5.68,-0.87,665,M3III,"semiregular variable, Vmax = 5.67m, Vmin = 5.74m, P = 5.0320 d",aries
19 Ari,,,13596,10328,02h 13m 03.25s,+15° 16′ 47.7″,5.72,-0.38,541,M0III,"suspected variable, Vmax = 5.68m, Vmin = 5.76m",aries
μ Ari,μ,,16811,12640,02h 42m 21.92s,+20° 00′ 41.7″,5.74,0.66,338,A0V,,aries
55 Ari,,,19548,14677,03h 09m 36.73s,+29° 04′ 37.6″,5.74,-1.96,1128,B8III,,aries
7 Ari,,RR,11763,8993,01h 55m 51.03s,+23° 34′ 38.4″,5.76,-0.26,522,K1III,not variable,aries
ρ2 Ari,ρ2,RZ,18191,13654,02h 55m 48.50s,+18° 19′ 54.0″,5.76,0.3,403,M6IIIvar,"semiregular variable, Vmax = 5.45m, Vmin = 6.01m",aries
ο Ari,ο,,17036,12803,02h 44m 32.97s,+15° 18′ 42.8″,5.78,-0.07,482,B9Vn,,aries
56 Ari,,SX,19832,14893,03h 12m 14.24s,+27° 15′ 25.2″,5.78,0.5,371,B9p Si,"prototype SX Ari variable, Vmax = 5.75m, Vmin = 5.81m, P = 0.727902 d",aries
20 Ari,,,13871,10540,02h 15m 45.94s,+25° 46′ 59.2″,5.79,2.77,131,F6IV-V,,aries
47 Ari,,,18404,13834,02h 58m 05.08s,+20° 40′ 07.7″,5.8,3.29,104,F5IV,suspected variable,aries
1 Ari A,,,11154,8544,01h 50m 08.58s,+22° 16′ 31.3″,5.83,-0.4,574,K1III+...,binary star,aries
40 Ari,,,17459,13108,02h 48m 32.06s,+18° 17′ 01.9″,5.83,-0.11,502,K1III,,aries
4 Ari,,,10982,8387,01h 48m 10.90s,+16° 57′ 20.3″,5.86,1.14,287,B9.5V,,aries
HD 15524,,,15524,11670,02h 30m 32.31s,+25° 14′ 06.8″,5.88,2.34,166,F6IV,,aries
HD 12139,,,12139,9307,01h 59m 35.60s,+21° 03′ 31.0″,5.89,0.45,399,K0III-IV,,aries
HR 830,,VZ,17471,13121,02h 48m 45.87s,+25° 11′ 17.1″,5.89,0.14,460,A0V,"16 Trianguli; Alpha² CVn variable, Vmax = 5.82m, Vmin = 5.89m",aries
1 Ari B,,,11155,0,01h 50m 08.50s,+22° 16′ 33.0″,5.9,0,0,,component of the 1 Ari system,aries
49 Ari,,,18769,14109,03h 01m 54.15s,+26° 27′ 44.4″,5.91,1.82,214,A3m,"suspected variable, Vmax = 5.90m, Vmin = 5.94m",aries
59 Ari,,,20618,15514,03h 19m 55.81s,+27° 04′ 16.7″,5.91,1.91,205,G8IV,,aries
54 Cet,,,11257,8588,01h 50m 52.01s,+11° 02′ 36.4″,5.93,2.77,139,F2Vw,"suspected variable, Vmax = 5.93m, Vmin = 5.97m",aries
HD 18700,,,18700,14036,03h 00m 44.09s,+10° 52′ 13.7″,5.93,0.27,441,K6,,aries
HD 13522,,,13522,10296,02h 12m 37.51s,+24° 10′ 04.1″,5.96,-0.23,565,K0,,aries
HD 12479,,,12479,9533,02h 02m 35.08s,+13° 28′ 36.2″,5.97,-1.1,845,M2III,suspected variable,aries
HD 19698,,,19698,14764,03h 10m 38.78s,+11° 52′ 21.7″,5.97,-0.05,522,B8V,,aries
29 Ari,,,15814,11843,02h 32m 54.15s,+15° 02′ 04.1″,6,3.71,94,F8V,,aries
11 Ari,,,12885,9859,02h 06m 49.22s,+25° 42′ 16.5″,6.01,-1.75,1160,B9IV-Vn,,aries
16 Ari,,,13363,10203,02h 11m 12.06s,+25° 56′ 13.0″,6.01,-0.94,801,K4III,,aries
HD 19637,,,19637,14748,03h 10m 27.04s,+26° 53′ 45.9″,6.02,0.54,406,K3III,,aries
66 Ari,,,21467,16181,03h 28m 26.57s,+22° 48′ 15.4″,6.03,1.83,226,K0IV,,aries
65 Ari,,,21050,15870,03h 24m 26.11s,+20° 48′ 12.6″,6.07,1.23,303,A1V,,aries
HD 12140,,,12140,9295,01h 59m 25.88s,+12° 17′ 41.8″,6.09,1.51,269,A6V,,aries
HD 19789,,,19789,14821,03h 11m 21.93s,+13° 02′ 52.1″,6.11,0.99,344,K0IIIp,,aries
53 Ari,,UW,19374,14514,03h 07m 25.69s,+17° 52′ 47.9″,6.13,-0.69,755,B1.5V,not variable; runaway star,aries
HD 15152,,,15152,11415,02h 27m 07.26s,+27° 00′ 45.3″,6.14,0.37,464,K5III,suspected variable,aries
26 Ari,,UU,15550,11678,02h 30m 38.37s,+19° 51′ 19.4″,6.14,1.94,226,A9V,"δ Sct variable, Vmax = 6.10m, Vmin = 6.15m, P = 0.0676 d",aries
60 Ari,,,20663,15557,03h 20m 25.57s,+25° 39′ 46.7″,6.14,1.4,289,K3III:,,aries
HD 15385,,,15385,11578,02h 29m 13.63s,+23° 28′ 08.7″,6.2,1.65,264,A5m,,aries
27 Ari,,,15596,11698,02h 30m 54.38s,+17° 42′ 14.6″,6.21,1.3,313,G5III-IV,,aries
HD 12594,,,12594,9627,02h 03m 42.61s,+18° 15′ 11.8″,6.24,-1.83,1342,K4III,,aries
54 Ari,,,19460,14586,03h 08m 21.09s,+18° 47′ 42.3″,6.25,0.03,570,M0III,"semiregular variable, Vmax = 6.25m, Vmin = 6.28m",aries
HD 17918,,,17918,13448,02h 53m 11.66s,+16° 29′ 01.0″,6.3,1.14,352,F5III,,aries
85 Cet,,,16861,12647,02h 42m 28.95s,+10° 44′ 30.4″,6.32,0.74,426,A2V,"suspected variable, Vmax = 6.28m, Vmin = 6.34m",aries
HD 16955,,,16955,12744,02h 43m 51.25s,+25° 38′ 18.0″,6.35,1.19,352,A3V,,aries
HD 19080,,,19080,14318,03h 04m 40.65s,+15° 51′ 22.5″,6.37,-0.06,631,K3III,,aries
HD 18928,,,18928,14232,03h 03m 30.11s,+28° 16′ 11.8″,6.38,2.89,163,F0V,,aries
HD 13201,,,13201,10050,02h 09m 23.03s,+17° 13′ 28.7″,6.4,3.43,128,F5V,,aries
HD 20367,,,20367,15323,03h 17m 40.12s,+31° 07′ 37.9″,6.4,4.23,88,G0V,has a planet (b),aries
HD 19549,,,19549,14649,03h 09m 20.10s,+20° 45′ 40.1″,6.41,0.45,506,K2,,aries
HD 19600,,,19600,14719,03h 10m 08.83s,+27° 49′ 11.6″,6.42,0.09,601,A0V,,aries
HD 14262,,,14262,10795,02h 18m 57.96s,+23° 10′ 04.2″,6.45,1.34,343,A7V,,aries
36 Ari,,,17017,12784,02h 44m 19.09s,+17° 45′ 50.5″,6.46,0.89,413,K2III,"suspected variable, ΔV = 0.07m",aries
UX Ari,,UX,21242,16042,03h 26m 35.36s,+28° 42′ 55.2″,6.47,2.97,164,G5IV,"RS CVn variable, Vmax = 6.35m, Vmin = 6.71m, P = 6.388 d",aries
30 Ari A,,,16246,12189,02h 37m 00.44s,+24° 38′ 50.1″,6.48,3.46,131,F6III,binary star,aries
HD 14067,,,14067,10657,02h 17m 10.4s,+23° 46′ 04″,6.51,0.44,533,G9 III,has a planet (b),aries
51 Ari,,,18803,14150,03h 02m 25.87s,+26° 36′ 34.7″,6.62,4.99,69,G8V,,aries
VW Ari,,VW,15165,11390,02h 26m 45.65s,+10° 33′ 55.1″,6.69,1.16,416,F0IV,"δ Sct variable, Vmax = 6.64m, Vmin = 6.76m, P = 0.1606 d",aries
AF Ari,,AF,14595,11035,02h 22m 06.62s,+22° 52′ 24.9″,6.71,0.5,615,G3III,"Algol type variable, Vmax = 6.30m, Vmin = 7.10m, P = 153 d",aries
VY Ari,,VY,17433,13118,02h 48m 43.72s,+31° 06′ 54.7″,6.76,3.65,136.5,K0,"RS CVn variable, Vmax = 6.68m, Vmin = 7.15m, P = 16.1996 d",aries
52 Ari B,,,19135,0,03h 05m 26.70s,+25° 15′ 19.0″,7,0,0,,component of the 52 Ari system,aries
ρ1 Ari,ρ1,,18091,13579,02h 54m 55.17s,+17° 44′ 05.3″,7.01,2.1,313,A3,,aries
30 Ari B,,,16232,12184,02h 36m 57.64s,+24° 38′ 53.1″,7.09,4.11,129,F6V,component of the 30 Ari system; has a planet (b),aries
R Ari,,R,13913,10576,02h 16m 07.11s,+25° 03′ 23.7″,7.4,-2.99,3900,M3-6e,"Mira variable, Vmax = 7.1m, Vmin = 14.3m, P = 185.67 d",aries
HD 12661,,,12661,9683,02h 04m 34.29s,+25° 24′ 51.5″,7.44,4.59,121,K0V,has two planets (b & c),aries
HD 17674,,,17674,13291,02h 51m 04.3s,+30° 17′ 12″,7.56,0,145,G0V,has two planets (b),aries
HIP 14810,,,0,14810,03h 11m 14.23s,+21° 05′ 50.5″,8.52,4.9,172,G5V,"has three planets (b, c & d)",aries
BD +20°307,,,0,8920,01h 54m 50.79s,+21° 18′ 22.5″,9.01,4.19,300,G0V,has a circumstellar disk,aries
X Ari,,X,19510,14601,03h 08m 30.89s,+10° 26′ 45.2″,9.04,-1.23,3700,F0.5,"RR Lyr variable, Vmax = 9.036m, Vmin = 9.966m, P = 0.6511796 d",aries
RX Ari,,RX,0,0,02h 15m 20.78s,+22° 34′ 11.1″,9.41,0,0,F2V,"Algol variable, Vmax = 9.40m, Vmin = 10.1m, P = 1.029626 d",aries
HAT-P-47,,,0,0,02h 33m 14.0s,+30° 21′ 38″,10.6,0,874,,has a transiting planet (b),aries
SS Ari,,SS,0,0,02h 04m 18.41s,+24° 00′ 02.2″,10.15,3.52,692,G0,"W UMa variable, Vmax = 10.10m, Vmin = 10.63m, P = 0.40598257 d",aries
TT Ari,,TT,0,0,02h 06m 53.08s,+15° 17′ 41.8″,10.2,0,0,Bep:,"VY Scl star, Vmax = 10.2m, Vmin = 16.5m, P = 0.137551 d",aries
RV Ari,,RV,0,0,02h 15m 07.50s,+18° 04′ 27.9″,11.61,0,0,A0,"double-mode δ Sct variable, Vmax = 11.61m, Vmin = 12.30m, P = 0.0931281 d",aries
WASP-11/HAT-P-10,,,0,0,03h 09m 28.55s,+30° 40′ 24.9″,11.89,6.41,408,K3V,has a transiting planet (b),aries
HAT-P-48,,,0,0,02h 57m 53.0s,+30° 37′ 33″,12.16,0,995,,has a transiting planet (b),aries
L 1159-16,,TZ,0,0,02h 00m 12.79s,+13° 03′ 11.2″,12.26,13.99,14.5,M4.5,flare star and BY Dra variable,aries
LkHα 264,,WY,0,0,02h 56m 37.56s,+20° 05′ 37.1″,12.46,0,0,K5/6e,"T Tau star, Vmax = 12.25m, Vmin = 12.88m",aries
RW Ari,,RW,0,0,02h 16m 03.72s,+17° 31′ 59.0″,12.51,0,0,B8,"RR Lyr variable, Vmax = 12.12m, Vmin = 12.60m, P = 0.3543006 d",aries
HAT-P-25,,,0,0,03h 13m 45s,+25° 11′ 51″,13.19,5.83,969,G5,has a transiting planet (b),aries
HAT-P-52,,,0,0,02h 50m 53.0s,+29° 01′ 21″,14.07,6.14,1256,,has a transiting planet (b),aries
WX Ari,,WX,0,0,02h 47m 36.22s,+10° 35′ 37.7″,15.3,0,0,CV,"VY Scl star and eclipsing binary, Vmax = 14.5m, Vmin = <16.7m, P = 0.1393512 d",aries
Teegarden's star,,,0,0,02h 53m 00.89s,+16° 52′ 52.7″,15.4,17.47,12.6,M7.5,brown dwarf,aries
XY Ari,,XY,0,0,02h 56m 08.19s,+19° 26′ 34.1″,0,0,0,WD+M0V,DQ Her variable and eclipsing binary,aries
PSR B0301+19,,,0,0,03h 04m 33.12s,+19° 32′ 51.4″,0,0,0,,pulsar,aries
Capella,α,,34029,24608,05h 16m 41.30s,+45° 59′ 56.5″,0.08,-0.48,42,G8III / G0III,"Alhajoth, Alhaior, Althaiot, Alhaiset, Alhatod, Alhojet, Alanac, Alanat, Alioc; quadruple star, spectroscopic binary; 11th and 14th brightest stars",auriga
β Aur,β,,40183,28360,05h 59m 31.77s,+44° 56′ 50.8″,1.9,-0.1,82,A2V,"Menkalinan, Menkalina; eclipsing spectroscopic binary; Algol variable, Vmax = 1.89m, Vmin = 1.98m, P = 3.96004 d",auriga
θ Aur,θ,,40312,28380,05h 59m 43.24s,+37° 12′ 46.0″,2.62,-0.98,173,A0p Si,"Mahasim, Maha-Sim, Manus; α² CVn variable, Vmax = 2.62m, Vmin = 2.70m, P = 3.6186 d",auriga
ι Aur,ι,,31398,23015,04h 56m 59.62s,+33° 09′ 58.1″,2.69,-3.29,512,K3IIvar,"Kabdhilinan, Hassaleh",auriga
ε Aur,ε,,31964,23416,05h 01m 58.13s,+43° 49′ 23.9″,3.03,-5.95,2037,F0Ia,"Almaaz, Maaz, Al Maz, Al Anz; long period eclipsing binary; Algol variable, Vmax = 2.92m, Vmin = 3.88m, P = 9884 d",auriga
